title,published_at,channel_title,like_count,comment,commenter_id,comment_published_at
,,,,"Glad to hear someone talking about this. My dad&#39;s parents still constantly guilt me to try and have me forgive his abuse against me and my family. Forgiveness is not a virtue if it means forgiving abuse and blaming the victim. They tell me I&#39;m holding onto anger and that forgiveness will make my heart lighter but they don&#39;t get that I&#39;m not angry I&#39;m just scared and I know that he hasn&#39;t changed. He wants access to me to abuse me again. If I said I forgave him that wouldn&#39;t be enough for them, what they want is for me to allow myself to be abused but just not talk about it anymore",UCKTTzGk29AKoKHGjCTBUjUg,2023-01-11T14:07:10Z
,,,,"Getting psychological advice from religious preachers is one of the worst ideas. Even if one of them has a background in counseling and psychology, they are still influenced by a worldview of magical thinking. It is just more of the same cognitive dissonance that justifies nearly anything as part of a divine plan blah blah blahWe have no obligation to forgive anyone much less to forget their actions and attitudes.",UCBvWRriblIk1DOEH_8M1GBQ,2023-01-11T14:04:25Z
,,,,"I’m also so very tired of pastors trying to act like therapists. If they want to act like therapists, they better go to college for 6 years or more and get licensed. Otherwise they are harming people with their shitty advice of normal and natural feelings.",UCnEzQVvNB8G0m31COvaQFRQ,2023-01-11T14:00:59Z
,,,,"&quot;You will literally end up isolated. If you are an unforgiving person, you are leaven. You are sinful, you are a bad influence.&quot;<br>Me: I&#39;m okay with that.",UC3IlgPOHcQnlOo0QfGQNlxA,2023-01-11T14:00:49Z
,,,,"Love the convenient justification for THEIR anger and hatred as &#39;righteous&#39; but being upset at being their target is sinful. I honestly don&#39;t understand how so many people don&#39;t see all the hypocrisy (or are willfully ignorant). Anything and everything they do is good and righteous because Jesus, but the same or even more tame responses from their victims is evil because Jesus. Literally none of it makes any sense.",UCYd2hmv2lUI0pz1HAL8tauA,2023-01-11T14:00:14Z
,,,,"Christian’s tell people to forgive lest they commit the sin of wrath, but they constantly spew hate speech towards people they don’t like, Badger women, did Jan 6, and don’t condemn the Crusades",UCp1cnurIFNF26hD-qk3cb7A,2023-01-11T13:58:00Z
,,,,Also I benefited from watching this so I shared it with myself. So thanks. Your video for whatever reason came at the exact right time it needed to in my life so I appreciate that.,UCa5Ftd_j2MubnX1bZsTLYJg,2023-01-11T13:57:40Z
,,,,"How many times did they repeat,&quot; god is angry with the injustices, and people hurting others?&quot; Yet he does nothing to prevent the abuse, or the injustices. His men, are always getting caught nearly every day you can get stories of one of his men committing atrocious acts against women and children. If he were real he&#39;d be guilty of protecting evil.",UCpuoA5Tq6BdDzJUSAVS9EBw,2023-01-11T13:56:15Z
,,,,"Funny how quickly &quot;you can&#39;t be kind from far away&quot; turns into, &quot;we offer you our hopes and prayers&quot;. Disgusting.",UCfcoG_njpIHPyrnj_FVNP6A,2023-01-11T13:55:31Z
,,,,"Really annoyed at the Jonathan guy saying &quot;a man climbed into your window&quot; not saying that that doesn&#39;t happen BUT this is an example of harm being seen as some distant boogyman caused by strangers when in fact such acts are usually committed by people who know the victim. It&#39;s rarely a stranger. It&#39;s a relative, a friend, maybe a coworker. And with this in mind the whole side effect of this mindset protecting hierarchy and leaving the vulnerable without support makes sense.",UCBhZLpzJFQBUO38KSPVEwwA,2023-01-11T13:54:10Z
,,,,"As an AFAB person who didn’t realize I was allowed to feel anger until well into adulthood, this hits HARD",UCnyUhl-xLTpZi6wea_ehNNw,2023-01-11T13:50:21Z
,,,,you have helped me immensely. thank you. i love what you talk about. i have been struggling so hard with my belief.,UC537fF1fPT_ULTgshRAr4Cg,2023-01-11T13:50:04Z
,,,,I would like to say this is probably your best work so far,UCYbVaAt4YsZcOdqcx0kdG-Q,2023-01-11T13:47:50Z
,,,,"I knew Mark Clark was reminding me of someone but I didn&#39;t know who, but he kind of looks like a younger Mark Sinise",UCS3vzrrvpnUbFuHao0el2Ug,2023-01-11T13:47:01Z
,,,,"As a former anger management counselor, I just have to say there is so much wrong with that these folks are saying about anger. It’s basically all wrong. They barely get anything right about anger and how to deal with it. Starting with anger being bad. It’s not bad to feel angry. It’s how you deal with that anger. Feelings are feelings. Don’t demonize feelings.",UCnEzQVvNB8G0m31COvaQFRQ,2023-01-11T13:46:58Z
,,,,"It&#39;s so weird hearing christians talk about anger.  A lot of christians are the angriest people in this country.  I&#39;m 46 and in my life I&#39;ve been the beating bag by christians more than anyone. Don&#39;t get me wrong I&#39;ve had plenty of good relationships with christians, but it&#39;s hard for me to trust them cuz they can turn on you in a blink of an eye.  Being angry doesn&#39;t mean you wish people harm. You can be angry with someone and have no violent tendencies, you can just be angry. It&#39;s a natural emotion. It&#39;s usually people that aren&#39;t taught how to deal with their anger that lash out in anger. Just my two and half cents 🙂<br>Ps love your videos man",UCBt2LTgldPeDwHMgVSt87cg,2023-01-11T13:46:52Z
,,,,God got mad that a dude didn&#39;t finish inside his sister-in-law and killed him He doesn&#39;t get an opinion on wrath,UCujY6WkICsbvLXfVaw4lcCw,2023-01-11T13:44:38Z
,,,,Nothing cringer than watching him try to duct tape that cross,UCU33OgOqxum0f8FhRozr6Mg,2023-01-11T13:43:56Z
,,,,"It was a long time ago and I know I have the details scrambled so consider this anecdote fictional. A woman and her daughter operated a halfway house in Florida. One of the recently released convicts in the halfway house killed the mother. The attorney general pushed very hard on the death penalty. When asked why, he said, &quot;The family needs closure.&quot; The ironic thing is both the victim and her daughter were strong opponents of the death penalty. The daughter protested that the death penalty in this case would dishonor her mother and call into question the legacy of her life&#39;s work. It would open wounds, not close them. I hate the word &quot;closure.&quot; It seems a meaningless word used in one case to perpetuate and in another case to dismiss the most barbaric behavior.",UCZGyOi92I5BYwvrsMF3jfTw,2023-01-11T13:43:31Z
,,,,"Mark Clark&#39;s line about forgiving yourself everyday...what is he talking about? Dealing with my guilt is one of the toughest things I deal with. People always told me to forgive myself and I&#39;d just be like &quot;how?&quot; He&#39;s so disconnected from reality. <br><br>Amazing video, Trevor. You don&#39;t know how much these videos have helped me.",UCW7TPvDSXDVAVCrk2OG-Q_g,2023-01-11T13:41:13Z
,,,,I loooove your content. If I ever make content I want it to be like yours (educational).,UClMNXO4F1w6qFoWHbR-cmpg,2023-01-11T13:38:45Z
,,,,"heh. Men are from Mars(War/Wrath/red) red pill brahs mad at the Matrix, Women are from Venus(Love/Lust/blue) blue pill feminism break the chains, we&#39;re in the womb with a view (Mother Earth) and you&#39;re still going on about eww I hate all this Christian stuff, blech. Gnosticism puts a veil over the world, everything is allegorical, and you&#39;re all lost in the woods (Pan: Spirit of the Woods - Pandemic). You&#39;ll see Mars Man Elon (Iron is the metal symbol for Mars) is conning ya all into a very dark place - the Wizard of Oz (marvel) with his emeralds in his pockets. Like you&#39;re all seeing red about the truth, how it works, wasn&#39;t that the name of a Disney movie with a red fox - the quick brown fox jumps over the lazy dog - dogs: you - canine - consumers - the marriage of Wrath and Lust - horny little cannibals. It matches reality: Murder/rape/Dahmer trending on Netflix.  Matthew 6 - pray in private, follow the simple instructions, just say the Lord&#39;s Prayer, lighten up and sin a whole lot less - it works. The first step in any road to recovery: admitting you have a problem - you&#39;re all very, very awful people capable of very, very awful things, like celebrating death and destruction and delighting in a dog eat dog world, quite literally. Hey, give it a shot so you won&#39;t be so grr angry at the idea of Christ and being free of being so angry, grrr.",UCpOGrLEWjhB0Ee6pvCgZgbQ,2023-01-11T13:38:23Z
,,,,"Wow. Yes, John McArthur was implying that without the laws against it, he would be a murderer.",UCtmmt9lViwbrtNWG7_JASGw,2023-01-11T13:37:35Z
,,,,What&#39;s interesting to me is this narrative that you either forgive or live with a burning anger that harms you. One thing my therapist told me that took a huge burden off my shoulders was that I can process and heal without needing to forgive anyone. You don&#39;t need to forgive in order to feel better.,UC4NFyK6sXU-jpm4ufeaJx6w,2023-01-11T13:37:33Z
,,,,"Jordy Tweeterson made this video I&#39;m sure you&#39;ve seen about lobsters and the lobster hierarchy, how one will use his claws to get one over on another and how THIS is just. Forgetting about how ridiculous that sounds, in reference to the pro-union movement (that, yes, is supported by leftists but isn&#39;t anywhere near only about &quot;leftism&quot;), he talked about how monkeys use that same principle he spoke of about lobsters, but THIS ONE is bad lolz. Using solidarity under a shared oppression to gain power is bad. Somehow, Jordan is able to hold these two arguments in his head at the same time  It just highlights the hypocrisy these goofballs work on. When it&#39;s something they like, using things like anger or whatever to get what you want is good, but when it&#39;s for something they don&#39;t like, that same concept is bad.",UCvnEj0AjjHvO5wSCAMFdhHA,2023-01-11T13:34:38Z
,,,,"I&#39;m personally a vert forgiving person. I don&#39;t like to hold grudges wherever possible, because I want to try and be empathetic to people and their journeys in life. However, I expect people who have wronged me to own up to it and become better people. Some people in my life have, others have not. Those who did try to better themselves regained my friendship because I see the good they&#39;re trying to enact on the world.<br><br>Forgiveness is never owed. For me, personally, it&#39;s a matter of recognising the need for self-improvement. How far that has to go will vary for everyone, and no one should ever dictate where that line is. Least of all, me.",UCJeMGgT-wWp3v3ODAv2QOpQ,2023-01-11T13:34:24Z
,,,,"I&#39;m Christian, but this video is really helpful and maybe will shine light on thise who do not understand the Bible and do not treat others with love and compassion. I&#39;m shocked that they call themselves Christians. I forgave my uncle for s abuse, however, forgiveness in that case doesn&#39;t mean that it&#39;s for him. It&#39;s rather for my own peace of mind, ut gelped me drastically to move on. Moreover, in my opinion, understanding other person and forgiving him is very hard indeed and in no way, shape or form it should mean trusting them again. I understand it as: I do forgive you, but I don&#39;t want you in my life anymore, because I don&#39;t trust you. Putting the blame and pressure on victims is indeed insane 😕",UCm92wkrRdw2_GGE2bREoJ1Q,2023-01-11T13:31:46Z
,,,,"As someone who experienced physical and emotional abuse from a communal narcissistic father who thought that he was entitled to forgiveness, I can attest that the way the christian church preaches forgiveness in my experience is absolutely toxic.  Forgiveness is not something anyone is entitled to, especially to those who have reaped destruction on innocent lives.  And when forgiveness is demanded from the victims when they&#39;re not ready or are still rightfully angry and hurt, it tells them that the pain that they feel and the wounds that have been given to them doesn&#39;t matter, and that they just need to suck it up and act like it never happened.  Real forgiveness takes time, it takes the guilty party truly realizing the damage that they have done to you and working to make amends, and the choice of the victim to give that forgiveness or not. Don&#39;t let anyone ever shame , guilt trip, or fear bomb you into forgiving them. I can&#39;t thank you enough trevor for these videos that you do. They have brought me a lot of clarity to a lot of my past experiences. Keep doing what you do, and congrats on your sobriety journey.",UCjyLilfiElrV9jBCmCWHhdw,2023-01-11T13:31:45Z
,,,,"Christians want to stop anger then stop fucking up, stop allowing sexual abuse, stop allowing the televangelists from guilt tripping people into sending them their life savings, stop spreading bigotry, homophobia and racism, stop attempting to control people, stop telling them they&#39;re worthless unless they believe in the monster they call God and stop shoving the Jesus bullshit down everyone&#39;s throat.<br>Wanna stop wrath then stop inspiration for anger and understand that if you try to force people to believe what you do you&#39;re only going to make them hate you.<br>Not hate God, can&#39;t hate something that doesn&#39;t exist, hate you and the ideas (lies)  you endorse.<br>I&#39;m heterosexual but one of my best friends is a member of the LGBT community, one of the nicest people ever, and I&#39;ve seen the effects of hate in this person&#39;s life, I&#39;ve seen how religion breeds hate and contempt.<br>I don&#39;t expect this person to forgive, I expect this person to stand up to them and call them out on the injustice and mistreatment and do their part to stop intolerance and make the world a better place",UCESYIqoeqlBLY9r1jQwgBMQ,2023-01-11T13:31:13Z
,,,,Thank you for this video! It helped a lot :),UCX3uAiUHBV8kV943PrurFQg,2023-01-11T13:30:36Z
,,,,"2 things on this. I was conditioned to be polite. Not really from my parents...well kind of not. My mum is a very polite lady and treats people with a lot of respect...and I like to emulate that to...but also through years and Years of retail and not wanting to rock the boat in nursing as well...that unhealthy anger didn&#39;t come from thr emotion itself. It came from suppressing it. From being too polite. That toxic anger used to not really hurt anyone but myself. Until I had kids. It was small steps at first...but when I had small people that I needed to take care of 24 hours a day I could not have this unhealthy anger. <br>I learnt this lesson again...very recently. I had to accept my mother in laws abuse...she didn&#39;t talk to me for 15 years of my relationship with my partner, not until I had kids and because she had the &#39;right&#39; to see her grandchildren, I had to stay in her house as to not offend her by not staying in a hotel. I had to deal with her at every turn telling me &#39;so remember that time you kept losing your keys? Do you have a system yet? Man. You were a shocker. Has she gotten better with losing her phone? Hhmmm...Adam your hair has gotten so grey. Is it cause you live with teesh? Hey teesh what are you doing? Why are you doing that? Typical teesh...off with the fairies.&#39; There were other...what I will call behaviours as well. And I was angry. But it didn&#39;t get taken out on her. It was this horrible cycle of my boyfriend and I taking it out on eachtoher, the resentment I had for him for putting me in this position, and the way both of us had this generalised anger that if the poor kids did things that overtired kids on holidays do...they got yelled at severely. And it wasn&#39;t their fault. They were kids. <br>So.....I got angry. Angry at myself for not respecting my own boundaries. Angry at being put in this position. Angry at pretending my partner hasn&#39;t built a relationship with his dad over the last few years...but we can&#39;t say anything about that cause she hates him. Angry that my kids might hear these poison words. And I had my first panic attack in 6 years. Medication keeps it at bay....but she got so bad that I couldn&#39;t breathe. <br>Turning the other cheek? Doesn&#39;t work with this lady. But turning the other cheek hurts other people to. Why should they have suffer because we &#39;forgive&#39; her? When she has no desire to change? If this is where forgiveness and being a polite person gets you...I&#39;d rather be a Karen. Just...not to people that don&#39;t deserve it. Least of all my kids. And that&#39;s the thing...I am definitely not saying your life is incomplete without kids and you neber truly know yourself unless you have kids. It was just my journey...but when it only affected me (sort of...) it didn&#39;t seem like a problem. But when kids are designed to push your every button....you start to realise that if yiu don&#39;t look after yourself, no one can look after them. Ianger it&#39;s isn&#39;t the problem....once I started confronting bullies at work I got really good at defending new nurses that at the moment...we definitely can&#39;t afford to be eaten alive. That was purely driven by my anger. They want you to think that you are sinful for having anger...but that toxic anger comes from not directing where it needs to go and using it constructively. You can&#39;t do that if you&#39;re ashamed of having human emotions.",UCa5Ftd_j2MubnX1bZsTLYJg,2023-01-11T13:27:14Z
,,,,"That bit about letting people who hurt you back into your life and them hurting you all over again...<br><br>My parents were very abusive to my siblings and I, physically, mentally, emotionally, psychologically.<br><br>When I was a kid, my mom would deny she felt angry even though she was, so she was allowed to be angry. She once found matches under my brothers&#39; bunkbed in their room and had our dad beat not just my brothers for disobeying and playing with the matches, but my sisters and I as well for knowing about it and not telling our parents. Even though I told my brothers not to play with matches and they agreed to put them away, and I believed them, thought that was the end of it, and thought I had done the responsible thing without also getting them in trouble for it (I was 10 and the rest of my siblings were even younger).<br><br>My dad was constantly angry and beat us all the time, but it was always our fault. Either we talked back, or didn&#39;t do our chores, or didn&#39;t clean our rooms, or had disobeyed, or something. I grew up in fear of my dad that morphed into terror.<br><br>I was the one who was expected not to be angry, or if I was, admit that it was wrong for me to be so. In spite of all this bullshit from my parents, I actually wanted to have a relationship with them. I constantly chose to open my heart back up to them, and they hurt me every single time I did so. Eventually I got tired of being hurt and just closed myself off, all while still blaming myself for not knowing better.<br><br>Maybe because I&#39;ve had to suppress so much anger for so long, I have a hard time feeling anger -- unless when it comes to other people. I have no problem being angry on someone else&#39;s behalf, but when it comes to myself, I have a much, much harder time.<br><br>Sorry I&#39;m rambling, I don&#39;t even know what all I want to say, it&#39;s just a stream of consciousness at this point. Please keep doing what you&#39;re doing, Trevor: it helps a lot.",UC3IlgPOHcQnlOo0QfGQNlxA,2023-01-11T13:27:00Z
,,,,"I thought that Satan&#39;s plan was to send the Antichrist to pose as a great Christian leader so he can destroy the world.  Where does disseminating angry music to teenagers get him, exactly?",UCKse-IH7Bm2O_dAy2PF0LRA,2023-01-11T13:22:54Z
,,,,I am in complete agreement with Trevor.  We all need a break from mark clark!,UC1sA0SX8zQsLOE5NI1QNyVg,2023-01-11T13:20:19Z
,,,,the thing they keep getting wrong about anger is the idea that it festers automatically if not followed by forgiveness. its utter nonsense if you think about it for more than two seconds,UC7d4AW0fUXWOWJKBTJU_-6A,2023-01-11T13:20:09Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=34m06s"">34:06</a> you know the whole &quot;all sins are equal&quot; thing really is bullshit, because if all sins are equals then death row inmates should be free to do whatever they want just like idk, your neighbor who just needs some private time once in a while.",UC06AtXqHluuzy4OAxcnvFVA,2023-01-11T13:18:48Z
,,,,"I feel an overwhelming urge to spit on the faces of all of these weirdo, creepy preachers. Does that count as wrath?",UCguaaiBp1ONxvgRyLfdSgqw,2023-01-11T13:15:49Z
,,,,They spelt &quot;stedfast&quot; wrong and it is bugging me. Did they do it on purpose?,UC4UqxsW-6bIwxRbHmJza_Gw,2023-01-11T13:10:32Z
,,,,"Fourth option about John McArthur, he doesn&#39;t view people of color, lgbtq+ and others as actual people.",UCQtZPEk1yBsdY22nzIW3bmA,2023-01-11T13:10:01Z
,,,,"This is something I think about a LOT as a filmmaker, since so much of (“traditional”) drama involves this sort of “depolarized” abstraction of “revenge”. Part of this is based on some attempt at moral ambiguity, but I feel like this creates its own cycle of media influence where people can only think of anger as depoliticized, often connecting to other Christian atheist ideas like “human nature”.<br><br>For a film about revenge towards abuse I made a couple years ago, I felt like the best way to avoid that was to let the revenge take place in a seemingly “objective”, value-neutral tone, but then have it end by how the protagonist still doesn’t know how to realize their own privilege when dealing with others. That way I could avoid simple catharsis while still avoiding centrist both-sides-ism.",UCZvP8Mg9hfkPZPgktAzHDVQ,2023-01-11T13:06:47Z
,,,,It’s almost like we grew up hearing how amazing America was.<br>Only to become an adult and realize how far we still have to go.,UCnUu_O0GGtNLXUfYIrP0Z5w,2023-01-11T13:02:10Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=23m43s"">23:43</a> Someone&#39;s telling on themselves here.",UCYkqB4us9X4slXdk7SP_UBA,2023-01-11T13:02:07Z
,,,,"We’ll, confirms the narrative that Jonathan Pokluda and Mark Clark have nothing to offer of substance and have no more insight or connection to God than anyone else.<br><br>Jesus Tap Dancing Christ…",UCpdtOrHrc-aPGqMf9oKwwBw,2023-01-11T13:01:28Z
,,,,The opening diatribe about right to repair was based,UCtx-LlJM3BAf2pL5tq8Zubg,2023-01-11T12:59:54Z
,,,,Beautiful use of the &quot;shut about the [son]&quot; clip. I never would have put together that it could be about religion.<br><br>A master of the art of the no-context clip.,UC93SAoFOTG75UTTKa7CTCrw,2023-01-11T12:59:00Z
,,,,Really great series!,UCkgzp20TQewd8qXbsDuUn5Q,2023-01-11T12:53:51Z
,,,,That duck clip was adorable,UCkM2TBNzcLeJ9PrCXmnG-6w,2023-01-11T12:52:11Z
,,,,"Hey bud, thanks. Yr the hyper-specific  therapy i cant afford.",UCp-PNH3_A38wdzdAwdqN51g,2023-01-11T12:51:00Z
,,,,Christianity: Be a jackass or you are a bad person<br>Me: Wow Christianity... that sound dumb<br>Christianity: Abuse gay people!<br>Me: I am gay people.<br>Christianity: I found him! it is the devil<br>Me: Okay fuck this shit,UCT7fnlMCx646kxApcRilmJw,2023-01-11T12:50:58Z
,,,,Why can&#39;t God just forgive us? Why does he need a scapegoat?,UCwF_IER0fMZNgaNaSsqAthA,2023-01-11T12:47:52Z
,,,,You may tolerate these preachers more if you see it as bad comedy.,UCQuG1ZpNENyq6dAVCg0nW3A,2023-01-11T12:47:41Z
,,,,"WTF. Even if there was no consequence of going to prison for killing someone. I would never kill anyone, with or without a law in place. Wow... WTF. <a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=26m06s"">26:06</a>",UC8DrXKItkAJbnsQwJ70LmRg,2023-01-11T12:45:30Z
,,,,"Interesting that wrath is considered a sin while it&#39;s also the only emotion many men are allowed to feel. They&#39;re not allowed to show grief, happiness, tenderness, surprise, wonder... They&#39;re left with anger, connected to a Masculinity™ that&#39;s upholded by society, and then religion tells them even that is a sin. It&#39;s so sad",UCkJH0NsAi-JG-ekDuGkQFUQ,2023-01-11T12:44:56Z
,,,,You can do this.,UCA1hVN4G78IIdXDwiNn0yfQ,2023-01-11T12:40:41Z
,,,,"Thank you so much for doing this episode. Two of my step-cousins molested/raped me for 2 yrs when I was age 5-7; they were teenagers. Nothing was done and it was brushed under the rug so to speak. I was expected to go on as if all was normal. Later in life when I was face to face with them as an adult, they apologized which I do understand that most survivors of sa never get. However, not only was I expected by family members to forgive them in that moment, but I was rejected by family when I drew the line and said that they could not be in the same room or building as myself and I would leave if they came around. My aunt literally said to me &quot;why are you doing this to me?&quot; ......Um......<br><br>Anyway, there&#39;s so much more, but I finally realized that most of this thinking was rooted in the &quot;church&quot;.  In the &quot;church&quot; I was wrong for being angry about what they did to me, and I was wrong if I didn&#39;t forgive them and continue to open my arms to them. When I finally realized this and also now that I&#39;ve been out of the church for a while now, I can see red flags all over the &quot;church&quot;. <br><br>Thank you again so very much for speaking on this topic. I&#39;m very sorry for your own experience. It&#39;s never an easy thing to speak about. Keep up the good work &amp; keep shining!",UCEcp2vtXaXh_lQTfy6NJUDQ,2023-01-11T12:39:41Z
,,,,"Trevor, I know you and I are not the only ones who feel what you have expressed in this video. It&#39;s supposed to be about wrath. Well, it has brought out some real anger in me at these users and abusers who stand up in front of a group of people and tear open their wounds, without any care for what has happened to them or where they might be in their process of learning to deal with the pain. The preachers who do this are not in it for the souls they might save. They are in it for their own satisfaction. They are in it to see the many tearful faces are looking back at them from the congregation. Aside from what ever damage any of those people came into that place with, they will be leaving with an even bigger wound and a command to heal it by doing something close to impossible, without any instructions on how to do it.<br><br>Forgiveness is something you do for yourself. Not God and not the one who hurt you. It&#39;s for you, if it comes along naturally with your healing process. It may not ever come, and that&#39;s okay, too. <br><br>These untrained, uneducated  preachers putting themselves into the place of a qualified therapist, telling everyone to just get over whatever their damage is, should be punished for the pain they cause. Instead, they are lauded. It&#39;s just sickening and disgusting.",UCOksPMRAYwW4E7RUdnbUlBQ,2023-01-11T12:38:32Z
,,,,Thank you for this. <br><br>I was in an abusive relationship with a church leader 9 years older than me. He manipulated and coerced me on top of treating me like crap. The church deliberately turned a blind eye and the people mentoring me told me that it was my fault and that me being angry because I was being abused was sin. They pressured me so much with this rhetoric that I ended up apologizing to my abuser for being upset at him for abusing me. You know why happened? He kept abusing me. And this idea that anger is sin kept me vulnerable to abuse. The guy is still in church leadership.,UCiEyQa0ZrVC5-2B5mRMm39w,2023-01-11T12:37:46Z
,,,,"Soooo when someone has a mental illness that causes frustration and irritability, we should tell them they are guilty and going to hell… that’s some real good Christian compassion",UCmuiCEayHnMg72q33z2w1QA,2023-01-11T12:36:54Z
,,,,"Demons scheming against man to hurt god…why does this sound familiar? Oh yeah god agreed with the satan to vex Job. There’s a whole chapter about it in the Bible. One thing I didn’t understand in that book is whether Job gets new children at the end, or did his dead children rise from the grave?",UC2EHPu-pVUpV1C_8fvAtUMg,2023-01-11T12:30:41Z
,,,,"A comment for the algorithm, but I&#39;m saving this until tomorrow when I have a long car ride.",UC95mCTQ1b_ekP7BsuCqvR1g,2023-01-11T12:29:29Z
,,,,I love that “Unforgiven” is preacher’s idea of an angry heavy metal song.,UCSPS7erduFxtYXYAsHdj-fQ,2023-01-11T12:27:50Z
,,,,"My ex-girlfriend got sucked into some woo-woo self-help seminar thing a few years back. I don&#39;t recall if they were religious or not, but they peddled the same bullshit about how you can&#39;t heal until we forgive people. She had dealt with some pretty awful familial abuse, and got in contact with her violent brother for the first time in years to tell him that she forgave him. He didn&#39;t give two shits,  of course, because he&#39;s an abusive arsehole. The process further traumatised her, because it highlighted how little he had been held accountable. These religious leaders and so-called &#39;life coaches&#39; make money by gaslighting people. It&#39;s sickening. <br><br>Thank you for making this video. I can tell that it took a lot out of you to make, but it&#39;s such an important message. Take care.",UCI3hhLqjaRD6CazDPQZLa9A,2023-01-11T12:25:49Z
,,,,"I love how these guys, who can&#39;t tell the difference between abusive wrath, and self-defense-based wrath, are the same people who basically worship our forefathers for rebelling against Great Britain, fight tooth and nail to keep their second amendment rights and preach about needing to take back America in their &quot;spiritual war&quot; against what they believe to be abusive baby-butchering, demon-worshipping, cancel-culture Nazies. The hypocrisy is too real.",UCl2zW0BrqkT4w7SVHyoQlVA,2023-01-11T12:23:39Z
,,,,oh my god that mark clark guy is insufferable,UCBh2yA4GVZAR6qXPcL_N3ag,2023-01-11T12:21:58Z
,,,,"One of the things that really challenged my faith back when I was a Christian was finding out that my parents didn&#39;t get divorced because they fell out of love, but because my father cheated on my mother multiple times, including with someone at their workplace. I felt so angry. Firstly, I was enraged that he would treat my mother that way. Secondly, I was angry at how he tore our family apart, including because his brothers, my uncles, defended him relentlessly. And thirdly, I was upset that when confronted about it, my father talked in circles to avoid having to outright say that it happened. He has always called it, &quot;what happened with your mother.&quot; I really thought I wouldn&#39;t be able to have a relationship with him after that. But my mother felt that it was important for us to continue that relationship and she said that even if my father didn&#39;t love her, he loved my sister and I and was a good father. Now, I don&#39;t see how cheating on your spouse doesn&#39;t make you a bad father, but I did move past it and I do have a relationship still with my father. But I do so because the person that was wronged, my mother, requested it. And I can&#39;t say that I ever forgave him for doing that. I think there&#39;s a big difference between forgiving someone and moving past it. And I&#39;m currently grappling with whether or not I should tell his current girlfriend about this. It&#39;s possible she might already know, but if she doesn&#39;t, it just feels like warning her that if he has done it once, he could do it again, just feels like the right thing to do.",UC4uu4lp8h0MC3Y1W9M6GBZg,2023-01-11T12:21:06Z
,,,,"What? Forgive someone that literally ruin my life? My safety? And those people who wronged me? That don&#39;t care even when I told them what happened? Nah, I don&#39;t forgive, and I will never forget. I will definitely go after this once, I can do this by myself. I will cut all of my contacts with them after. I can&#39;t live by myself--yet, but I will. I can do it, will definitely do it.",UCFuYoWl2UIa4-At_fqdzsPA,2023-01-11T12:17:48Z
,,,,"If god&#39;s &quot;heart&quot; gets broken by acts of violence and violation againt women, then why doesn&#39;t he stop it from happening. Why let people go through this pain and then let the victim feel guilty? Any and all people that stuggle with any type of trauma. And even if he works in &quot;mysterious&quot; ways, why not punish the wrongdoer at the very least? Why keep them at the very top to keep abusing their power? How can a god be &quot;fair and just and loving&quot; and still let the the odds be in favour of the most vile and disgusting people.<br>The concept of hell doesn&#39;t make up for the physical and mental scarring of a person.<br><br>Fuck God.<br><br><br><br>And thanks Trevor for the videos. I left my faith fairly recently and I&#39;m just glad to not feel alone..",UCW2oer59RK_grGfNbdlq7vg,2023-01-11T12:15:12Z
,,,,"ah, forgiveness. i might forgive, in time. i will never forget. and i will never trust again.<br><br>when i learned how one of my primary school teachers died (somewhat botched suicide, she suffered a lot) i was happy. because that woman was pure evil and tortured generations of little kids.",UCJbrS8qKw1fpjHAJhKpMLfg,2023-01-11T12:11:57Z
,,,,You should out that mother fucker.,UCB3sbhGtEvUIS5S410SQtEw,2023-01-11T12:11:44Z
,,,,Was waiting for a new installment:3,UC8DrXKItkAJbnsQwJ70LmRg,2023-01-11T12:09:19Z
,,,,"Thanks so much for this message. My mother abused me physically and emotionally.  My virginity was taken at knife point by a boy I was dating and the result was pregnancy. Trying to do the &quot;right&quot; thing, I gave birth and kept my son. And passed down the genes of a rapist. My pastor at the time told me not to come back to church when I started showing because I was a bad example. So, thank you...",UCTPLDa1M_RhiGZGuQ5cVPmg,2023-01-11T12:07:37Z
,,,,"The more Mark Clark speaks, the more I understand why his wife tells him to stop talking. He has no idea. Anyone who really listens to him understands it completely. These people have no concept of the damage they do. They act all surprised when their victims are filled with rage at what was done to them. Your video was really appropriate on the day that George Pell died. Thank you for this.",UCn-T9AOKIiphxoEN8stwMTg,2023-01-11T12:06:51Z
,,,,"Interesting, about the song lyrics. Wonder what happened in the 80s? Oh yeah, the moral majority and Reagan. Can’t imagine how we ever became so self focused.",UCc7e82xlBhTiLB8EltU37Uw,2023-01-11T12:06:48Z
,,,,"&quot;If you know somebody who may benefit from this, send it their way&quot; oh Trevor, i&#39;ll send this to every single church in my area.",UC9a5D_hSsUZVKR3-70_LwOw,2023-01-11T12:04:37Z
,,,,"Even as I look at them, all these pastors sound the same as one another. If they aren&#39;t some old country fart who can&#39;t understand that things change, then they&#39;re this hyper-spastic teeth-sucking dudebro who refuses to understand that things change.",UCvRk4lzZs9xZUVjbLEvCz-Q,2023-01-11T11:55:47Z
